charged_moves,elite_charged_moves,elite_fast_moves,fast_moves,form,pokemon_name
"['Body Slam', 'Play Rough', 'Psychic Fangs']",[],[],"['Charm', 'Bite']",Normal,Dachsbun
"['Seed Bomb', 'Energy Ball', 'Earth Power', 'Trailblaze']",[],[],"['Razor Leaf', 'Tackle']",Normal,Smoliv
"['Seed Bomb', 'Energy Ball', 'Earth Power', 'Trailblaze']",[],[],"['Razor Leaf', 'Tackle', 'Magical Leaf']",Normal,Dolliv
"['Seed Bomb', 'Energy Ball', 'Earth Power', 'Trailblaze']",[],[],"['Razor Leaf', 'Tackle', 'Magical Leaf']",Normal,Arboliva
"['Aerial Ace', 'Brave Bird', 'Fly']",[],[],"['Peck', 'Air Slash']",Blue,Squawkabilly
"['Aerial Ace', 'Brave Bird', 'Fly']",[],[],"['Peck', 'Air Slash']",Green,Squawkabilly
"['Aerial Ace', 'Brave Bird', 'Fly']",[],[],"['Peck', 'Air Slash']",White,Squawkabilly
"['Aerial Ace', 'Brave Bird', 'Fly']",[],[],"['Peck', 'Air Slash']",Yellow,Squawkabilly
"['Rock Blast', 'Rock Tomb', 'Ancient Power']",[],[],"['Rock Throw', 'Mud Shot']",Normal,Nacli
"['Rock Blast', 'Rock Tomb', 'Ancient Power']",[],[],"['Smack Down', 'Mud Shot']",Normal,Naclstack
"['Rock Slide', 'Rock Tomb', 'Ancient Power']",[],[],"['Smack Down', 'Mud Shot']",Normal,Garganacl
"['Flame Charge', 'Heat Wave', 'Flamethrower']",[],[],"['Ember', 'Incinerate']",Normal,Charcadet
"['Flame Charge', 'Heat Wave', 'Flamethrower', 'Psyshock']",[],[],"['Ember', 'Incinerate']",Normal,Armarouge
"['Flame Charge', 'Heat Wave', 'Flamethrower', 'Shadow Ball']",[],[],"['Ember', 'Incinerate']",Normal,Ceruledge
"['Parabolic Charge', 'Discharge', 'Zap Cannon']",[],[],"['Thunder Shock', 'Water Gun']",Normal,Tadbulb
"['Parabolic Charge', 'Discharge', 'Zap Cannon']",[],[],"['Thunder Shock', 'Water Gun']",Normal,Bellibolt
"['Acrobatics', 'Aerial Ace', 'Thunderbolt']",[],[],"['Thunder Shock', 'Peck']",Normal,Wattrel
"['Acrobatics', 'Aerial Ace', 'Thunderbolt']",[],[],"['Thunder Shock', 'Air Slash']",Normal,Kilowattrel
"['Crunch', 'Payback', 'Dig']",[],[],"['Snarl', 'Bite']",Normal,Maschiff
"['Crunch', 'Payback', 'Dig']",[],[],"['Snarl', 'Bite']",Normal,Mabosstiff
"['Acid Spray', 'Poison Fang', 'Sludge Bomb']",[],[],"['Mud Slap', 'Poison Jab']",Normal,Shroodle
"['Acid Spray', 'Poison Fang', 'Sludge Bomb']",[],[],"['Mud Slap', 'Poison Jab']",Normal,Grafaiai
"['Shadow Sneak', 'Night Shade', 'Power Whip']",[],[],"['Astonish', 'Bullet Seed']",Normal,Bramblin
"['Shadow Sneak', 'Night Shade', 'Power Whip']",[],[],"['Hex', 'Bullet Seed']",Normal,Brambleghast
"['Earth Power', 'Seed Bomb', 'Wrap']",[],[],"['Mud Slap', 'Mud Shot']",Normal,Toedscool
"['Earth Power', 'Seed Bomb', 'Acid Spray']",[],[],"['Mud Slap', 'Mud Shot']",Normal,Toedscruel
"['Rock Slide', 'Rock Tomb', 'Bulldoze']",[],[],"['Rock Throw', 'Mud Slap']",Normal,Klawf
"['Leaf Storm', 'Grass Knot', 'Seed Bomb']",[],[],"['Leafage', 'Razor Leaf']",Normal,Capsakid
"['Leaf Storm', 'Grass Knot', 'Overheat', 'Flamethrower']",[],[],"['Leafage', 'Fire Fang']",Normal,Scovillain
"['Dig', 'Bug Buzz', 'Lunge']",[],[],"['Bug Bite', 'Struggle Bug']",Normal,Rellor
"['Dig', 'Bug Buzz', 'Lunge', 'Psybeam']",[],[],"['Bug Bite', 'Confusion']",Normal,Rabsca
"['Psybeam', 'Psyshock', 'Psychic']",[],[],"['Peck', 'Confusion']",Normal,Flittle
"['Psybeam', 'Psyshock', 'Psychic']",[],[],"['Peck', 'Confusion']",Normal,Espathra
"['Play Rough', 'Brutal Swing', 'Flash Cannon']",[],[],"['Fairy Wind', 'Rock Smash']",Normal,Tinkatink
"['Play Rough', 'Brutal Swing', 'Flash Cannon']",[],[],"['Fairy Wind', 'Rock Smash']",Normal,Tinkatuff
"['Play Rough', 'Brutal Swing', 'Flash Cannon', 'Heavy Slam']",[],[],"['Fairy Wind', 'Rock Smash']",Normal,Tinkaton
"['Liquidation', 'Dig', 'Surf']",[],[],"['Water Gun', 'Mud Slap']",Normal,Wiglett
"['Liquidation', 'Dig', 'Surf']",[],[],"['Water Gun', 'Mud Slap']",Normal,Wugtrio
"['Payback', 'Aerial Ace', 'Fly']",[],[],"['Wing Attack', 'Rock Throw']",Normal,Bombirdier
"['Aqua Jet', 'Water Pulse', 'Icy Wind']",[],[],"['Waterfall', 'Charm']",Normal,Finizen
"['Aqua Jet', 'Water Pulse', 'Icy Wind', 'Drain Punch', 'Acrobatics']",[],[],"['Waterfall', 'Charm', 'Counter']",Hero,Palafin
"['Aqua Jet', 'Water Pulse', 'Icy Wind', 'Drain Punch', 'Acrobatics']",[],[],"['Waterfall', 'Charm', 'Counter']",Zero,Palafin
"['Acid Spray', 'Gunk Shot', 'Gyro Ball']",[],[],"['Lick', 'Poison Jab']",Normal,Varoom
"['Acid Spray', 'Gunk Shot', 'Gyro Ball', 'Overheat']",[],[],"['Lick', 'Poison Jab']",Normal,Revavroom
"['Dragon Claw', 'Body Slam', 'Trailblaze']",[],[],"['Dragon Tail', 'Take Down']",Normal,Cyclizar
"['Rock Tomb', 'Earthquake', 'Iron Head']",[],[],"['Iron Tail', 'Mud Slap']",Normal,Orthworm
"['Dazzling Gleam', 'Rock Slide', 'Sludge Wave']",[],[],"['Rock Throw', 'Smack Down']",Normal,Glimmet
"['Dazzling Gleam', 'Rock Slide', 'Sludge Wave']",[],[],"['Rock Throw', 'Smack Down']",Normal,Glimmora
"['Shadow Ball', 'Dig', 'Psychic Fangs']",[],[],"['Lick', 'Bite']",Normal,Greavard
"['Shadow Ball', 'Dig', 'Psychic Fangs']",[],[],"['Lick', 'Bite']",Normal,Houndstone
"['Aerial Ace', 'Brave Bird', 'Close Combat']",[],[],"['Wing Attack', 'Double Kick']",Normal,Flamigo
"['Body Slam', 'Avalanche', 'Heavy Slam']",[],[],"['Ice Shard', 'Tackle', 'Powder Snow']",Normal,Cetoddle
"['Body Slam', 'Avalanche', 'Heavy Slam']",[],[],"['Ice Shard', 'Tackle', 'Powder Snow']",Normal,Cetitan
"['Water Pulse', 'Psychic Fangs', 'Drill Run', 'Crunch']",[],[],"['Ice Fang', 'Zen Headbutt']",Normal,Veluza
"['Outrage', 'Surf', 'Hydro Pump', 'Liquidation']",[],[],"['Waterfall', 'Water Gun']",Normal,Dondozo
"['Outrage', 'Surf', 'Hydro Pump', 'Muddy Water']",[],[],"['Take Down', 'Water Gun']",Curly,Tatsugiri
"['Outrage', 'Surf', 'Hydro Pump', 'Muddy Water']",[],[],"['Take Down', 'Water Gun']",Droopy,Tatsugiri
"['Outrage', 'Surf', 'Hydro Pump', 'Muddy Water']",[],[],"['Take Down', 'Water Gun']",Stretchy,Tatsugiri
"['Close Combat', 'Low Sweep', 'Night Slash', 'Ice Punch', 'Shadow Ball']",[],[],"['Low Kick', 'Counter']",Normal,Annihilape
"['Sludge Bomb', 'Earthquake', 'Stone Edge', 'Acid Spray', 'Water Pulse']",['Megahorn'],[],"['Poison Sting', 'Mud Shot']",Normal,Clodsire
"['Psychic', 'Thunderbolt', 'Mirror Coat', 'Psychic Fangs']",[],[],"['Tackle', 'Confusion', 'Double Kick']",Normal,Farigiraf
"['Dig', 'Rock Slide', 'Drill Run']",[],[],"['Bite', 'Astonish', 'Rollout']",Three,Dudunsparce
"['Dig', 'Rock Slide', 'Drill Run']",[],[],"['Bite', 'Astonish', 'Rollout']",Two,Dudunsparce
"['Dark Pulse', 'Iron Head', 'X Scissor', 'Focus Blast']",[],[],"['Snarl', 'Metal Claw']",Normal,Kingambit
['Struggle'],[],[],['Splash'],Normal,Great Tusk
['Struggle'],[],[],['Splash'],Normal,Scream Tail
['Struggle'],[],[],['Splash'],Normal,Brute Bonnet
['Struggle'],[],[],['Splash'],Normal,Flutter Mane
['Struggle'],[],[],['Splash'],Normal,Slither Wing
['Struggle'],[],[],['Splash'],Normal,Sandy Shocks
['Struggle'],[],[],['Splash'],Normal,Iron Treads
['Struggle'],[],[],['Splash'],Normal,Iron Bundle
['Struggle'],[],[],['Splash'],Normal,Iron Hands
['Struggle'],[],[],['Splash'],Normal,Iron Jugulis
['Struggle'],[],[],['Splash'],Normal,Iron Moth
['Struggle'],[],[],['Splash'],Normal,Iron Thorns
"['Dragon Claw', 'Avalanche', 'Outrage', 'Icy Wind']",[],[],"['Dragon Breath', 'Ice Fang']",Normal,Frigibax
"['Dragon Claw', 'Avalanche', 'Outrage', 'Icy Wind']",[],[],"['Dragon Breath', 'Ice Fang']",Normal,Arctibax
"['Dragon Claw', 'Avalanche', 'Outrage', 'Blizzard', 'Icy Wind']",[],[],"['Dragon Breath', 'Ice Fang']",Normal,Baxcalibur
['Shadow Ball'],[],[],['Astonish'],Normal,Gimmighoul
"['Shadow Ball', 'Dazzling Gleam', 'Focus Blast']",[],[],"['Astonish', 'Hex']",Normal,Gholdengo
"['Dark Pulse', 'Grass Knot', 'Leaf Storm']",[],[],"['Magical Leaf', 'Snarl']",Normal,Wo-Chien
"['Dark Pulse', 'Avalanche', 'Blizzard']",[],[],"['Powder Snow', 'Snarl']",Normal,Chien-Pao
"['Dark Pulse', 'Bulldoze', 'Earthquake']",[],[],"['Mud Shot', 'Snarl']",Normal,Ting-Lu
"['Dark Pulse', 'Flame Charge', 'Flame Wheel']",[],[],"['Incinerate', 'Snarl']",Normal,Chi-Yu
['Struggle'],[],[],['Splash'],Normal,Roaring Moon
['Struggle'],[],[],['Splash'],Normal,Iron Valiant
"['Giga Impact', 'Dragon Claw', 'Close Combat', 'Outrage']",[],[],"['Rock Smash', 'Dragon Tail']",Apex,Koraidon
"['Hyper Beam', 'Dragon Pulse', 'Thunder', 'Outrage']",[],[],"['Thunder Shock', 'Dragon Breath']",Ultimate,Miraidon
